scope,item_key,item_id,item_name,quality,added_at,last_velocity,is_active
,,19877,,,2026-08-06T07:29:22Z,,1
,,44151,,,2026-08-06T07:29:22Z,,1
,,49835,,,2026-08-06T07:29:22Z,,1
,,51952,,,2026-08-06T07:29:22Z,,1
,,12658,,,2026-08-06T07:29:22Z,,1
,,49315,,,2026-08-06T07:29:22Z,,1
,,49235,,,2026-08-06T07:29:22Z,,1
,,46073,,,2026-08-06T07:29:22Z,,1
,,18,,,2026-08-06T07:29:22Z,,1
,,46078,,,2026-08-06T07:29:22Z,,1
,,34592,,,2026-08-06T07:29:22Z,,1
,,48214,,,2026-08-06T07:29:22Z,,1
,,23836,,,2026-08-06T07:29:22Z,,1
,,21052,,,2026-08-06T07:29:22Z,,1
,,15533,,,2026-08-06T07:29:22Z,,1
,,35981,,,2026-08-06T07:29:22Z,,1
,,27711,,,2026-08-06T07:29:22Z,,1
,,49283,,,2026-08-06T07:29:22Z,,1
,,41769,,,2026-08-06T07:29:22Z,,1
,,46028,,,2026-08-06T07:29:22Z,,1
,,39720,,,2026-08-06T07:29:22Z,,1
,,50438,,,2026-08-06T07:29:22Z,,1
,,47192,,,2026-08-06T07:29:22Z,,1
,,7158,,,2026-08-06T07:29:22Z,,1
,,1855,,,2026-08-06T07:29:22Z,,1
,,19949,,,2026-08-06T07:29:22Z,,1
,,49264,,,2026-08-06T07:29:22Z,,1
,,2624,,,2026-08-06T07:29:22Z,,1
,,50414,,,2026-08-06T07:29:22Z,,1
,,13,,,2026-08-06T07:29:22Z,,1
,,19565,,,2026-08-06T07:29:22Z,,1
,,5336,,,2026-08-06T07:29:22Z,,1
,,28160,,,2026-08-06T07:29:22Z,,1
,,40388,,,2026-08-06T07:29:22Z,,1
,,8456,,,2026-08-06T07:29:22Z,,1
,,15,,,2026-08-06T07:29:22Z,,1
,,30893,,,2026-08-06T07:29:22Z,,1
,,6527,,,2026-08-06T07:29:22Z,,1
,,27693,,,2026-08-06T07:29:22Z,,1
,,12631,,,2026-08-06T07:29:22Z,,1
,,49832,,,2026-08-06T07:29:22Z,,1
,,5491,,,2026-08-06T07:29:22Z,,1
,,41896,,,2026-08-06T07:29:22Z,,1
,,36060,,,2026-08-06T07:29:22Z,,1
,,50437,,,2026-08-06T07:29:22Z,,1
,,5371,,,2026-08-06T07:29:22Z,,1
,,49279,,,2026-08-06T07:29:22Z,,1
,,3870,,,2026-08-06T07:29:22Z,,1
,,33285,,,2026-08-06T07:29:22Z,,1
,,4812,,,2026-08-06T07:29:22Z,,1
,,5174,,,2026-08-06T07:29:22Z,,1
,,52289,,,2026-08-06T07:29:22Z,,1
,,45972,,,2026-08-06T07:29:22Z,,1
,,13708,,,2026-08-06T07:29:22Z,,1
,,52264,,,2026-08-06T07:29:22Z,,1
,,5545,,,2026-08-06T07:29:22Z,,1
,,36249,,,2026-08-06T07:29:22Z,,1
,,37786,,,2026-08-06T07:29:22Z,,1
